area,name,tel,address,hp,type,hours,closed_days,comment,other,map,source_association,website
iwate,かわい社交ダンス教室,019-622-7849,岩手県盛岡市開運橋通1-36,https://kawai-dance.jp/,社交ダンス教室,,,JBDF,,,JBDF,https://kawai-dance.jp/
saitama,Dance Navi Hoofer,048-522-6998,埼玉県熊谷市銀座4-10-5,http://www.hoofer.jp/,社交ダンス教室,,,,,,JBDF,http://www.hoofer.jp/
osaka,サークル ダンスABC,,大阪府枚方市大阪府枚方市大垣内町3-3-1,http://www.dance-abc.net/index.html,社交ダンス教室/サークル・団体,,,,,,シャルだん,http://www.dance-abc.net/index.html
kagawa,PR DANCE LABEL(ピーアールダンスレーベル),,〒761-8045 香川県高松市東ハゼ町17-1,http://www.pr-dance.com/,社交ダンスショップ/WEBショップ,,,,,,シャルだん,http://www.pr-dance.com/
tokyo,SKダンススタジオ,,〒192-0902 東京都八王子市上野町１７－５,http://www.sk-dancestudio.com,社交ダンス教室/サークル・団体/練習場・ホール/趣味・個人,,,,,,シャルだん,http://www.sk-dancestudio.com
yamagata,酒田クィーンダンススクール,0234-23-1020,山形県酒田市二番町12-26,https://r.goope.jp/sakataqueen/,社交ダンス教室,,,JBDF,,,JBDF,https://r.goope.jp/sakataqueen/
yamagata,Dance Scene Falcon（ダンスシーンファルコン）,0235-64-8942,山形県鶴岡市日和田町7-10,https://falaj-space.com/falcon/,社交ダンス教室,,,JBDF,,,JBDF,https://falaj-space.com/falcon/
tokyo,ドレスのフジタ 本店,03-3350-6221,〒160-0014　東京都新宿区内藤町1番地,http://www.fujitadress.com/index.html,ショップ,,,,,,Let's dance,http://www.fujitadress.com/index.html
iwate,クマガイダンススタジオ,0191-38-2019,岩手県一関市萩荘字赤猪子53,https://jbdf-iwate.jp/studio/kumagai-dance-studio/,社交ダンス教室,,,JBDF,,,JBDF,https://jbdf-iwate.jp/studio/kumagai-dance-studio/
iwate,きくやダンシングスタジオ,0197-61-2433,岩手県北上市若宮町1-8-3,https://jbdf-iwate.jp/studio/kikuya-dancing-studio/,社交ダンス教室,,,JBDF,,,JBDF,https://jbdf-iwate.jp/studio/kikuya-dancing-studio/
hokkaido,清水博文ダンススタジオ,0134-34-1623,北海道小樽市稲穂2－9－1,https://localplace.jp/t000273614/,社交ダンス教室,,,JBDF,,,JBDF,https://localplace.jp/t000273614/
fukushima,立花ダンスアカデミー,0248-73-3555,福島県須賀川市陣馬町122,https://ameblo.jp/tachibana-dance-a/,社交ダンス教室,,,JBDF,,,JBDF,https://ameblo.jp/tachibana-dance-a/
fukushima,白河ダンススクール,0248-24-2150,福島県白河市大字鳥居橋前6,https://shirakawa.welcome-fukushima.com/co/s-danceschool,社交ダンス教室,,,JBDF,,,JBDF,https://shirakawa.welcome-fukushima.com/co/s-danceschool
iwate,ヤエガシダンス教室,0198-23-4949,岩手県花巻市一日市5-33,https://jbdf-iwate.jp/studio/yaegashi-dance-class/,社交ダンス教室,,,JBDF,,,JBDF,https://jbdf-iwate.jp/studio/yaegashi-dance-class/
kanagawa,厚木 七沢温泉 福元館,,〒243-0121 神奈川県厚木市七沢2758,http://fukumotokan.jp/,ホテル,,,,,,シャルだん,http://fukumotokan.jp/
saitama,オグラスポーツダンスクラブ,0480-44-1333,埼玉県幸手市南1-20-8,https://ds-ogura.wixsite.com/oguraspd,社交ダンス教室,,,,,,JBDF,https://ds-ogura.wixsite.com/oguraspd
tokyo,社交ダンス衣装・社交ダンスドレス ジルバ,,〒160-0002 東京都新宿区新宿 3丁目,http://www.jitter-b.com/,社交ダンス教室,,,,,,シャルだん,http://www.jitter-b.com/
osaka,花水木,,〒591-8021 大阪府堺市北区新金岡町,http://,サークル・団体,19時から21時,,,,,シャルだん,
saitama,TBSCダンススクール,048-583-4793,埼玉県深谷市田中749,https://casys.ever.jp/tbsc/,社交ダンス教室,,,,,,JBDF,https://casys.ever.jp/tbsc/
chiba,ドレスネットアニエル,,〒261-0004 千葉県千葉市美浜区高洲,http://www.aniel.jp/,社交ダンスショップ/WEBショップ,,,,,,シャルだん,http://www.aniel.jp/
tokyo,クローバーダンスクラブ,,東京都千代田区西神田西神田コスモス館,http://cloverdanceclub.blog.fc2.com/,サークル・団体,,,,,,シャルだん,http://cloverdanceclub.blog.fc2.com/
chiba,サワタ ダンススクール,,〒260-0014 千葉県千葉市中央区本千葉町1－11千葉中央ビル3－B　ワカ・ダンスパッション内　サワタダンススクール,http://,社交ダンス教室,,,,,,シャルだん,
aichi,舞踏會＝森と月,,〒460-0007 愛知県名古屋市名東区,http://moritsuki.exblog.jp/,サークル・団体,,,,,,シャルだん,http://moritsuki.exblog.jp/
tokyo,ジョイフルダンス・トラベルエース東京㈱,042-538-2081,〒190-0031 東京都立川市砂川町,http://www.joyfuldance.jp,旅行会社,平日 午前9時～午後5時,,,,,シャルだん,
hyogo,ダンススタジオスイングベル,,〒 兵庫県加古郡稲美町加古1906-9,http://swingbell.com,社交ダンス教室,,,,,,シャルだん,http://swingbell.com
tokyo,社交ダンス愛好会＠稲城,,東京都稲城市城山城山文化センター,http://social-dance-inagi.blogspot.com/,サークル・団体,,,,,,シャルだん,http://social-dance-inagi.blogspot.com/
hokkaido,,011-590-1209,北海道札幌市西区西町北6丁目2-15 クレシェンド302,https://nakaizumi-ds.com/,,,,,,,JBDF,https://nakaizumi-ds.com/
aichi,ふれあいダンスパーティー,,〒446-0066 愛知県安城市,http://fureaihohoemi.web.fc2.com/index.html,サークル・団体,,,,,,シャルだん,http://fureaihohoemi.web.fc2.com/index.html
tokyo,サロン・ド・リオ,070-5453-8384,〒161-0032 東京都新宿区,http://www.jimmydojapao.com,サークル・団体,,,,,,シャルだん,http://www.jimmydojapao.com
tokyo,ダンススタジオナカイズミ,03-5330-5157,〒164-0003　東京都中野区東中野1-50-4　　日進ビル3階,http://ds-nakaizumi.daa.jp/,,,,,,,Let's dance,http://ds-nakaizumi.daa.jp/
tokyo,池田ダンススタジオ 西日暮里教室,03-3807-9638,〒116-0013　東京都荒川区西日暮里5-27-10AHビル2F,http://ikedadance.client.jp/index.html,,,,,,,Let's dance,http://ikedadance.client.jp/index.html
fukuoka,ソシアルダンススタジオ FIVE STARS,092-984-3721,〒810-0004 福岡県福岡市中央区渡辺通1-1-2 ホテルニューオータニ博多 地下1階,http://team5stars.com/,社交ダンス教室,,,,,,JDC,
chiba,株式会社ハッピーフィート,047-404-7276,〒273-0028 千葉県船橋市海神町東1-1179,https://happy-feet.amebaownd.com/,,,,,,,JDC,https://happy-feet.amebaownd.com/
osaka,花ダン-大阪社交ダンスサークル-,,大阪府大阪市中央区,http://teamhanadan.wixsite.com/osaka,サークル・団体,,,,,,シャルだん,http://teamhanadan.wixsite.com/osaka
kanagawa,小林ダンスアカデミー,044-221-5855,〒210-0005 神奈川県川崎市川崎区東田町２－１福井ビル５階,http://kobayashi-dance.com/,社交ダンス教室,,日曜日,,,,シャルだん,
kanagawa,TOMMY DANCE自由練習会,,神奈川県横浜市旭区二俣川・東戸塚駅からバス停左近山第1下車旭スポーツセンター２F　第3体育室,http://,社交ダンス教室/サークル・団体,,,,,,シャルだん,
tokyo,AK Dance circle,,東京都目黒区,http://www.facebook.com/AK-Dance-circle-2250494051645659,サークル・団体,18:30-20:30 (19:00-21:00の場合も),,,,,シャルだん,
yamagata,Another Step,023-654-9660,山形県天童市一日町3-4-29-2F,https://anotherstep.livedoor.blog/,,,,JBDF,,,JBDF,https://anotherstep.livedoor.blog/
tokyo,港 ボールルーム ダンスサークル,,東京都港区,http://minadan.com,サークル・団体,,,,,,シャルだん,http://minadan.com
fukuoka,中村トオルダンススクール,093-923-2660,〒802-0074 福岡県北九州市小倉北区白銀１－３－１０ あいうらビル205号,http://www.geocities.jp/monjuann/webNTDS/index.html,社交ダンス教室,,,,,,JDC,
fukuoka,教室名なし,093-475-8907,〒800-0217 福岡県北九州市小倉南区下曾根1-1-5 下曾根ビル1F-A,http://syakoudance.sakura.ne.jp,社交ダンス教室,,,,,,JDC,
shizuoka,女性の為のラテンダンスエクササイズ,,〒426-0026 静岡県藤枝市岡出山二丁目10-17こばやしビル2Ｆ　藤枝ダンスアカデミー内,http://fujieda-dance-a.cms-lite.net/,サークル・団体,,,,,,シャルだん,
kanagawa,ダンススクール・ヒラタ,0466-42-5986,〒252-0804 神奈川県藤沢市湘南台1-21-3 エンゼルハイムシバタ2F,https:/www.danceshcool-hirata.com,社交ダンス教室,,,,,,JDC,
saitama,南浦和ダンススクール,048-864-1077,〒336-0018 埼玉県さいたま市南区南本町2-1-2 プラザマツヤビル5F,http://nwd-hp.com/minamiurawadance/,社交ダンス教室,,,,,,JDC,
kanagawa,ワールドステップ,045-715-1888,〒232-0052 神奈川県横浜市南区井土ヶ谷中町161-3-301パークノヴァ横浜井土ヶ谷,http://worldstep.info,社交ダンス教室,,,,,,シャルだん,
aichi,タケダダンススポーツ・アカデミー,052-807-6969,〒468-0051 愛知県名古屋市天白区植田1-2102　サンパレス植田1F,http://www.takeda-dance.com/,社交ダンス教室,,,,,,JDC,
ishikawa,ダンススタジオイチムラ,076-218-4111,〒920-0363 石川県金沢市古府町南615-2,http://,社交ダンス教室,,日曜・祝日【応相談可】,,,,シャルだん,
osaka,ダンススクールD&M,06-6651-0655,〒557-0052 大阪府大阪市西成区潮路1-9-19 久津和ビル南館301,http://www.saito-fashion.com/D&M/,社交ダンス教室,,,,,,JDC,
tokyo,ヤング競技ダンス練習場 L&P多摩,,〒192-0364 東京都八王子市南大沢2-27南大沢総合センター3階 南大沢市民センター,http://nemareba11na.wix.com/tama-chan,サークル・団体/練習場・ホール,,,,,,シャルだん,
fukuoka,ミウラダンス教室,092-821-6717,〒814-0021 福岡県福岡市早良区荒江2-10-13 ラビタ荒江2Ｆ,http://sky.geocities.jp/miuradancekyousitu/,社交ダンス教室,,,,,,JDC,
osaka,フォルテ ダンス スタジオ,06-6304-1757,〒532-0011 大阪府大阪市淀川区西中島4-6-4 トムボーイビル3階,http://www.geocities.jp/f_d_studio,社交ダンス教室,,,,,,JDC,
tokyo,モニシャン西日暮里店,03-5615-1030,〒116-0013　東京都荒川区西日暮里5-11-8　　三共セントラルプラザビル8F,http://www.dansusyu-zu.com/nippori.html,社交ダンス教室,,,,,,Let's dance,
tokyo,オオタ・ダンススクウェア,03-3483-2090,〒157-0072 東京都世田谷区祖師谷1-10-6 フォレストビル2F,http://www.ohta-dance.com/,社交ダンス教室,,,,,,JDC,
fukuoka,ダンススタジオ ジャパンクリエイトビル,050-5526-9867,〒802-0077 福岡県北九州市小倉北区馬借3-3-37 3Fジャパンクリエイトビル,http://www.facebook.com/jcblddance,練習場・ホール/趣味・個人,,,,,,シャルだん,
fukuoka,ダンススタジオM,092-721-4073,〒810-0022 福岡県福岡市中央区天神４丁目５－１３天神豊ビル２階,https://www.dancestudio-m.com/,社交ダンス教室,,,,,,JDC,
hokkaido,野村ダンススクール,011-242-8865,北海道札幌市中央区北１条西3-3-27 札幌北１条駅前通りビル5F,http://www.jbdf-h.jp/WebBoard/data/9/page_9_34.html,社交ダンス教室,,,JBDF,,,JBDF,
ibaraki,ファミリーホール奈加｜社交ダンス・ダンスホール・貸しホール|茨城水戸,029-295-2799,〒311-0121 茨城県那珂市戸崎706-1,http://dancenaka.lk6.co,社交ダンス教室/サークル・団体/練習場・ホール,,ご予約は年中無休で承ります。,,,,シャルだん,
aichi,イトウダンスアカデミーDance with Me,052-522-0239,〒451-0016 愛知県名古屋市西区庄内通4-32-2　ナニワビル1Ｆ,http://itodance.web.fc2.com/,社交ダンス教室,,,,,,JDC,
hokkaido,佐藤･小野･三宅ダンススクール時計台前スクール,011-242-6688,北海道札幌市中央区北1条西3丁目3-41　マルイト時計台前ビル2F,http://www13.plala.or.jp/sato-ds/,社交ダンス教室,,,JBDF,,,JBDF,
osaka,Dance Circle Shan-Shan,,〒540-0032 大阪府大阪市中央区天満橋京町1-1KEIHAN CITY MALL,http://www.k5.dion.ne.jp/~depot/shanshan1.htm,サークル・団体,,,,,,シャルだん,
tokyo,ダンススタジオコガ,070-7483-9643,〒192-0904 東京都八王子市子安町1-25-1 第１田代ビル 2階,https://dancestudiocoga.themedia.jp/,社交ダンス教室,,,,,,JDC,
kyoto,京都カルチャーダンスアカデミー,075-252-6512,〒604-8261 京都府京都市中京区式阿弥町122-1 真生ビル2F,http://www.kcda.co.jp/,社交ダンス教室,,,,,,JDC,
kumamoto,モリノダンススタジオ,096-351-8850,〒860-0028 熊本県熊本市中央区中唐人町８番地 モリノビル2Ｆ,http://morinodance.com,社交ダンス教室,,,,,,JDC,
osaka,ラインダンススクール,06-6351-9460,〒534-0025 大阪府大阪市都島区片町2-5-6 ハンエイビル3階,http://line-ds.com,社交ダンス教室,,,,,,JDC,
tokyo,社交ダンス「サークルJ」,,〒192-0364 東京都八王子市南大沢南大沢市民センター（南大沢総合センター3階）,http://,サークル・団体,,,,,,シャルだん,
hokkaido,鈴木 隼ダンススタジオ,011-814-8083,北海道札幌市白石区菊水2条3-1-21 メモリアルパーク札幌2階,https://www.ssds-2020.com/,社交ダンス教室,,,JBDF,,,JBDF,
osaka,Ｏ＆Ｎダンスカンパニー,072-835-2252,〒572-0080 大阪府寝屋川市香里北之町2-3 富士香里ビル3Ｆ,http://o-n-dance.com,社交ダンス教室,,,,,,JDC,
osaka,おおげふみこダンス教室,072-924-3269,〒581-0802 大阪府八尾市北本町2-4-4 サンプラザビル3F,http://www.ohgefumiko-dance-studo.jimdo.com/,社交ダンス教室,,,,,,JDC,
fukuoka,ダンススタジオRITMO(リトモ),093-953-7998,〒802-0022 福岡県北九州市小倉北区上富野4丁目2-4 2F,http://www.dance-ritmo.com/,社交ダンス教室,,,,,,JDC,
tokyo,坂田ダンススクール,03-3410-7399,〒154-0024　東京都世田谷区三軒茶屋1-36-2SANJA108ビル3F,http://sakata-dance-sancha.jp/contents/,社交ダンス教室,,,,,,Let's dance,
tokyo,原宿 BLACK MELON (ブラックメロン),03-6887-0465,〒150-0001　東京都渋谷区神宮前1-15-1 VIA原宿204(M2F),http://www.blackmelon.jp/,ショップ,,,,,,Let's dance,
tokyo,ダンススタジオSORA,03-6325-4225,〒136-0072　東京都江東区大島1-39-14　-シンコービル森下ビル2F,http://studiosora.html.xdomain.jp,社交ダンス教室,,,,,,Let's dance,
yamanashi,K-ダンスクラブ,,〒403-0005 山梨県富士吉田市上吉田4-9-11上吉田コミュニティーセンター,http://,サークル・団体,,,,,,シャルだん,
hokkaido,佐藤･小野･三宅ダンススクール南郷スクール,011-862-5568,北海道札幌市白石区南郷通11丁目北1-20 サンホームビル4F,http://www13.plala.or.jp/sato-ds/,社交ダンス教室,,,JBDF,,,JBDF,
hokkaido,ＭＤＣダンスアカデミー,,〒064-0821 北海道札幌市中央区北１条西２２丁目3-18ヒロノ表参道ビル１Ｆ,http://,社交ダンス教室,,,,,,シャルだん,
tokyo,手塚ダンススタジオ,03-5447-5115,〒141-0021　東京都品川区上大崎2-10-32　フラワープラザビル202,http://tezuka-dance.com/,社交ダンス教室,,,,,,Let's dance,
gunma,カンラダンス教室,0273-81-3908,〒379-0124 群馬県安中市鷺宮269,http://,社交ダンス教室,,水曜・日曜日,,,,シャルだん,
tokyo,アフタヌーン愛 (ダンス&カラオケ),03-3208-6435,〒160-0021　東京都新宿区歌舞伎町2-22-5　叙々苑第2新宿ビルB1F,http://afternoonai.webcrow.jp/afternoonai/,ダンスパブ,,,,,,Let's dance,
kanagawa,社交ダンスサークル・ヌメロトレーズ,,〒221-0863 神奈川県横浜市神奈川区羽沢町645-3ダンススタジオ・アムール,http://www.numerotreize.org/,サークル・団体/趣味・個人,,,,,,シャルだん,
hokkaido,ダンススタジオＳＥＫＩ,011-233-2345,北海道札幌市中央区北1条西9丁目 アルファコート北1条ビル3Ｆ,http://dancestudioseki.web.fc2.com/,社交ダンス教室,,,JBDF,,,JBDF,
tokyo,ヒロヤマグチダンスカンパニー,03-3806-3111,〒116-0013　東京都荒川区西日暮里5-11-8 三共セントラルプラザ4F,http://hiroyamaguchi.com/,社交ダンス教室,,,,,,Let's dance,
hokkaido,イワオダンススクール,011-374-5758,北海道札幌市豊平区平岸3条7丁目1-27 第33藤井ビル4Ｆ,https://iwao-ds.com/,社交ダンス教室,,,JBDF,,,JBDF,
tokyo,ダンス&多目的ホール Wave ウェーブ,03-5856-8688,〒121-0822　東京都足立区西竹の塚2-13-15　アルファスタジオ3F,http://dance-wave.boo.jp/index.php,社交ダンス教室,,,,,,Let's dance,
osaka,ダンススタジオデポット,,〒545-0053 大阪府大阪市阿倍野区松崎町2丁目2-28アーバンシュールビル,http://www.k5.dion.ne.jp/~depot/,社交ダンス教室,,,,,,シャルだん,
kyoto,エミダンススタジオ,075-661-4885,〒601-8003 京都府京都市南区東九条西山王町1 三星ビル2F,http://emidancestudio.jimdo.com/,社交ダンス教室,,,,,,JDC,
tokyo,中野ダンススクール,03-3452-1551,〒106-0045　東京都港区麻布十番2-20-6　ジャノメ麻布十番ビル4F,http://www.danza-latina.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,東宝ダンスホール,03-3504-1761,〒100-0006　東京都千代田区有楽町1-5-2　東宝ツインタワービル7F,http://www.tohodance.co.jp/,ダンスパブ,,,,,,Let's dance,
tokyo,二ッ森亨ダンスアカデミー,03-5280-0013,〒101-0062　東京都千代田区神田駿河台3-5-4サンジュ共和十番館4F,http://www5f.biglobe.ne.jp/~toru_f/,社交ダンス教室,,,,,,Let's dance,
tokyo,イワマツダンススクール,03-5317-4620,〒168-0074　東京都杉並区上高井戸1-8-28 スパークル貫井ビル3F,http://www.iwamatsu-dance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ワシミダンススクール,03-3314-9915,〒166-0003　東京都杉並区高円寺南4-27-7　ラインビルド高円寺2F,http://www7b.biglobe.ne.jp/~washimi/,社交ダンス教室,,,,,,Let's dance,
oita,成重ダンススタジオ,0977-66-8861,〒874-0034 大分県別府市上人仲町1-1 プラザ3番街4F,http://www.narishigedancestudio.jp/,社交ダンス教室,,,,,,JDC,
tokyo,Studio Zero YOTSUMOTO,03-3774-2277,〒140-0014 東京品川区大井６－１６－２３－１０８一般社団法人ParaDanceCreators事務局,,社交ダンス教室,,,,可,,JDSF,
osaka,bbiインターナショナルスタジオ,,〒542-0081 大阪府大阪市中央区南船場２丁目１２-１６ルグラン心斎橋B1,http://bbidancestudio.web.fc2.com/,社交ダンス教室/練習場・ホール,,,,,,シャルだん,
hokkaido,高橋ダンススクール,0166-29-5525,北海道旭川市五条通9丁目1163番地-1 エジソンビル6F,https://www.dance-takahashi.com/,社交ダンス教室,,,JBDF,,,JBDF,
hyogo,社交ダンス教室スタジオ・ジョイ,,〒651-0085 兵庫県神戸市中央区八幡通４-２-９フラワーロードビルB２階,http://www9.ocn.ne.jp/~joydance/,社交ダンス教室,,,,,,シャルだん,
tokyo,Tanning and Relax Salon UR SOL,,〒150-0001 東京都渋谷区神宮前5-29-9 めぐみハイマンション602,http://www.ursol.info/,ダンス関連会社/趣味・個人,,,,,,シャルだん,
tokyo,小川純ダンススクール 八丁堀,03-3297-4029,〒104-0033　東京都中央区新川2-1-11　八重洲第一パークビル6F,http://www.ogawa-danceschool.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ツーメンズダンススタジオ,03-3312-6263,〒168-0062　東京都杉並区方南2-20-15　オーロラ21ビルB1F,http://2mensdance.jimdo.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,嶋村ダンスダンス教室,03-3672-7335,〒133-0057　東京都江戸川区西小岩1-26-5ファースト小岩ビル2F,http://shimamura-dance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,K&Sチダ・ダンスダンス教室,03-5687-9705,〒111-0052　東京都台東区柳橋1-23-3 I . Kビル3階,http://www.chida-dance.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,東京ダンスクラブ,080-4147-9520,〒108-0014　東京都港区芝5丁目18-2 港勤労福祉会館 サークル室,http://tokyodance.club/,社交ダンス教室,,,,,,Let's dance,
tokyo,福岡ダンス&フラメンコアカデミー,03-3943-3226,〒170-0003　東京都豊島区駒込1-35-2　駒込ダウンプリーズ101,http://www.fukuokadance.rexw.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススタジオサンチェス,03-3360-7112,〒161-0033　東京都新宿区下落合1-3-22BELLFIEビル301,http://sanchez.main.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,すがやDanceアカデミー,03-6420-0152,〒141-0031　東京都品川区西五反田8-4-15 グリンデル広小路5F,http://www.geocities.jp/kazukiandikuyo/index.html,社交ダンス教室,,,,,,Let's dance,
tokyo,檜山ダンススクール,03-3324-6191,〒156-0043　東京都世田谷区松原3-40-7パインフィールドビル8F,http://www.hiyamadance.com/,社交ダンス教室,,,,,,Let's dance,
tokushima,橋本ダンススタジオ徳島校,088-683-6758,〒770-0911 徳島県徳島市東船場町1-17 船場ビル2F,http://www.hashimoto-dance.com/,社交ダンス教室,,,,,,JDC,
saitama,岩槻サルビア会・コスモス会,,〒 埼玉県さいたま市岩槻区いわつきコミュニティセンター2階研修室・ワッツＢ,http://,サークル・団体,,,,,,シャルだん,
hokkaido,ニシハラダンススタジオ,011-376-1281,北海道札幌市白石区東札幌2条4丁目3-8 東札幌ビル2Ｆ,https://nishiharadance.com/,社交ダンス教室,,,JBDF,,,JBDF,
hokkaido,ダンススタジオカーニバル,011-665-0641,北海道札幌市西区西町北6-2-15 クレシェントビル2F,http://www.jbdf-h.jp/WebBoard/data/9/page_9_12.html,社交ダンス教室,,,JBDF,,,JBDF,
tokyo,シノダマナブダンススクール,03-3664-8626,〒103-0025　東京都中央区日本橋茅場町2-7-10第三長岡ビルB1,http://shinoda-dance.net/,社交ダンス教室,,,,,,Let's dance,
mie,ラクーン・ダンス・クラブ,059-328-5673,〒510-0943　三重県四日市市西日野町57　リバーサイドヨシノ　3F,https://raccoondance.com/,社交ダンス教室,,,HIP HOP,不可,,Let's dance,
tokyo,コミネダンススクール 八丁堀教室,03-3553-0689,〒104-0032　東京都中央区八丁堀2-19-6　ヤサカ八丁堀ビル3F,http://kominedance.hobby-web.net/,社交ダンス教室,,,,,,Let's dance,
tokyo,小林ダンスダンス教室,042-365-5091,〒183-0022　東京都府中市宮西町3-21-6 　リンデンハイム2F,http://www6.ocn.ne.jp/~k-dance/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススクール蘭,03-3220-3646,〒167-0051　東京都杉並区荻窪5-27-9　タイガープラザ2　5F,http://schoolran.web.fc2.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンスプラザ調布,042-482-0004,〒182-0024　東京都調布市布田4丁目2-1　調布スクエアービル5F,http://www.plazachofu.jp/,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンスホール新世紀,03-3874-7984,〒110-0003　東京都台東区根岸1-1-14 　鶯谷大島ビル2・3F,http://bossiweb.com/shinseiki/,ダンスパブ/ホール/練習場,,,,,,Let's dance,
tokyo,田無ダンス教室,042-466-3872,〒188-0011　東京都西東京市田無町3丁目3-7　海老沢第一ビル2F,http://hibarigaoka.fukuda-dance-academy.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,福田ダンスアカデミーひばりヶ丘南口スタジオ,042-422-8008,〒188-0001　東京都西東京市谷戸町3-27-11　ばりヶ丘南館6F,http://hibarigaoka.fukuda-dance-academy.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ササキソシアルダンススタジオ,042-439-3148,〒202-0002　東京都西東京市ひばりが丘北4丁目1-3　西尾ビル3F,http://www7.ocn.ne.jp/~sasaki_d/,社交ダンス教室,,,,,,Let's dance,
tokyo,ドレスショップ風雅,080-2285-8045,〒160-0021　東京都新宿区歌舞伎町2-45-5　新宿永谷ビル708,http://dancedress.shop-pro.jp/,ショップ,,,,,,Let's dance,
tokyo,アルゼンチンタンゴ協会,03-3544-5600,〒104-0061　東京都中央区銀座7-14-7共栄銀座　7丁目ビル3F,http://a-tango.net/,社交ダンス教室,,,,,,Let's dance,
tokyo,細川ダンススタジオ,03-5605-3655,〒134-0088　東京都江戸川区西葛西5-5-17 西葛西駅前ビル6F,http://r.goope.jp/kandkdance,社交ダンス教室,,,,,,Let's dance,
tokyo,小林清ダンスダンス教室・サンライズスタジオ,03-3847-2077,〒110-0014　東京都台東区北上野1-12-4 シティアドバンス2F,http://kkdance.net/,社交ダンス教室,,,,,,Let's dance,
tokyo,ササヤダンススクール,03-2267-0338,〒103-0027　東京都中央区日本橋2-2-21　日本橋二丁目ビル3F,http://www.sasayadanceschool.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,城北馬場ダンススクール,03-3985-7228,〒171-0021　東京都豊島区西池袋1-23-1　エルクルーセビル7F,http://ken-baba-dance.com/default.aspx,社交ダンス教室,,,,,,Let's dance,
tokyo,吉田ダンスカルチャースタジオ,03-3730-7078,〒146-0094　東京都大田区東矢口1-18-2パレスマンション2F,http://www.sagasu.co.jp/dance/company/dan001/dan001.html,社交ダンス教室,,,,,,Let's dance,
tokyo,タマオキトモヒロダンスダンス教室立川教室,042-540-8899,〒190-0012　東京都立川市曙町2丁目10-1 　ふどうやビル2階,http://tamaokidance.com/,社交ダンス教室,,,,,,Let's dance,
hyogo,レンタルスタジオ neonM culture center,,〒650-0011 兵庫県神戸市中央区下山手通り5-1-1興栄ビル　B1F,http://jackpot-d.com/neonm/,社交ダンス教室/サークル・団体/練習場・ホール,,,,,,シャルだん,
tokyo,ダンススクール・タナノ,03-3316-6200,〒166-0003　東京都杉並区高円寺南4-44-6 ユンズビル3F,http://dstanano.iinaa.net/,社交ダンス教室,,,,,,Let's dance,
tokyo,高田馬場山野ダンススクール,03-3366-2005,〒169-0075　東京都新宿区高田馬場4-6-6カスケード璃ビル4F,http://www.yamano-ds.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,ジャパンソーシャルダンスクラブ,03-5939-7267,〒150-0042　東京都渋谷区宇田川町19-5　山手マンション705,http://www.jsdc.org/,社交ダンス教室,,,,,,Let's dance,
tokyo,スポーツ・ダンススタジオ・アクトレス 高田馬場,03-3208-3778,〒169-0075　東京都新宿区高田馬場1-30-14コルティーレ1F,http://actress.cside4.com/,社交ダンス教室,,,,,,Let's dance,
tokushima,徳島ヤング社交ダンスサークル ＴＹＣ,,〒776-0005 徳島県名西郡石井町藍畑高畑１３３２−１公民館１Ｆホール,http://,サークル・団体,,,,,,シャルだん,
kanagawa,ブルー・スカイ,,〒240-0052 神奈川県横浜市保土ケ谷区西谷町1170-1KYビル3F,http://,練習場・ホール,,,,,,シャルだん,
tokyo,ダンスパークヤナギバシ,03-6676-9085,〒101-0023　東京都千代田区神田松永町18-1　ビオレ秋葉原2F,http://www.danceparkyanagibashi.com/,社交ダンス教室,,,,,,Let's dance,
tokyo,西坂スミダダンススクール,,〒130-0022 東京都墨田区江東橋4-29-16プラザ錦糸町ビル601,http://,社交ダンス教室,,,,,,シャルだん,
tokyo,オノガワダンスダンス教室,042-484-3476,〒182-0024　東京都調布市布田4丁目2-1　府中スクエアビル7F,http://www5a.biglobe.ne.jp/~onogawad,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススタジオ・ウエノ,03-5825-6808,〒111-0053　東京都台東区浅草橋1-9-13第111東京ビル6F,http://homepage2.nifty.com/dancestudio-ueno,社交ダンス教室,,,,,,Let's dance,
tokyo,上野屋シャツ店,03-3831-5490,〒110-0005　東京都台東区上野4-7-8　アメ横センタービル2F,http://www.uenoya.jp/,ショップ,,,,,,Let's dance,
tokyo,折山ダンスダンス教室,03-3632-7631,〒130-0022　東京都墨田区江東橋4-29-13 第二鈴勘ビル2F,http://www.h4.dion.ne.jp/~oriyama/,社交ダンス教室,,,,,,Let's dance,
